business_scale,risk_exposure,data_type,potential_loss,annual_revenue,compliance_requirements,premium
Medium,Low,Sensitive,512612,7805981,yes,4992
Large,Medium,Sensitive,3553240,5828038,yes,9127
Medium,High,Sensitive,2905665,4308308,yes,14002
Small,Low,Non-sensitive,1642891,10297110,yes,13128
Small,Medium,Sensitive,780568,8135241,yes,10622
Small,Medium,Sensitive,2333798,5125793,yes,10515
Small,Medium,Sensitive,3174381,19655405,no,12153
Large,High,Sensitive,4518701,8609112,no,11849
Small,High,Non-sensitive,4980974,19595964,no,11235
Medium,Low,Non-sensitive,1616722,19683377,no,5805
Small,Low,Sensitive,3884881,13297835,no,9943
Large,High,Sensitive,2581209,8446555,no,4511
Large,High,Non-sensitive,4304846,6889093,yes,5072
Small,Low,Non-sensitive,2033169,1523725,yes,3411
Small,Medium,Sensitive,2664947,10191728,no,7799
Medium,Medium,Sensitive,3015076,10617296,yes,7019
Large,Low,Sensitive,3705849,11850672,yes,5343
Large,Medium,Sensitive,484279,10268133,yes,13362
Small,Low,Sensitive,1240466,14285008,yes,5090
Small,Medium,Sensitive,3616190,13229610,yes,11339
Small,High,Sensitive,2509444,5824396,no,5457
Large,Low,Sensitive,4527487,14739706,no,7936
Large,Medium,Sensitive,4022125,19162896,yes,14796
Large,High,Non-sensitive,3271634,12364688,yes,13035
Small,Low,Sensitive,3823441,11507324,no,4916
Medium,High,Non-sensitive,1399930,16284966,no,9767
Small,Low,Non-sensitive,528104,6257452,yes,4300
Medium,High,Sensitive,4338430,13467424,yes,3532
Large,High,Non-sensitive,1033250,18561710,no,11682
Medium,Medium,Sensitive,3496961,3081688,yes,8970
Large,Medium,Non-sensitive,4652456,12939240,yes,8251
Small,High,Sensitive,3726539,8538558,no,8128
Large,High,Non-sensitive,3459961,19247691,no,4837
Large,Low,Non-sensitive,4609306,19628056,no,11165
Small,Medium,Sensitive,1858622,14321175,no,3030
Small,Medium,Non-sensitive,3128168,2500340,no,14249
Small,Medium,Non-sensitive,3864550,1471961,yes,10010
Small,Medium,Sensitive,4915705,19126684,no,14762
Medium,Low,Non-sensitive,1385399,2412323,no,7814
Medium,Low,Non-sensitive,3288049,18602225,no,7438
Small,Low,Non-sensitive,1774010,9921176,no,8137
Medium,Low,Non-sensitive,2825313,1051446,no,9195
Medium,High,Sensitive,274357,7969668,yes,5449
Medium,Low,Non-sensitive,2120803,11569063,yes,13391
Small,High,Sensitive,4254435,2592544,yes,9818
Medium,High,Sensitive,1290551,11621919,no,3281
Medium,High,Non-sensitive,3931558,18715570,no,9448
Large,High,Sensitive,3471019,17600214,yes,8501
Large,Medium,Non-sensitive,3499257,18048128,no,10569
Medium,Low,Non-sensitive,522919,14715489,no,10766
Small,Medium,Sensitive,3646143,3722167,no,6362
Small,Low,Non-sensitive,3218854,1209443,no,7686
Small,Low,Non-sensitive,1825617,18568686,no,10175
Large,Medium,Sensitive,458333,13931421,no,6995
Medium,High,Sensitive,668931,16988401,yes,6965
Medium,High,Non-sensitive,3442648,6827559,no,9269
Large,High,Non-sensitive,1501080,8868063,yes,8746
Medium,High,Non-sensitive,559681,14540231,no,6144
Small,Medium,Non-sensitive,2461791,16874325,no,11700
Medium,Medium,Sensitive,4153848,10651532,no,8038
Large,High,Non-sensitive,1409625,10498156,yes,5995
Small,Low,Sensitive,4784007,11485806,yes,13709
Medium,High,Non-sensitive,3295108,3692072,no,3022
Large,High,Non-sensitive,3605046,12145049,no,9431
Medium,Low,Non-sensitive,3917323,18117715,yes,11126
Large,Low,Sensitive,2413175,15054625,yes,6843
Large,Low,Non-sensitive,4938559,1020043,yes,14265
Medium,High,Sensitive,4270846,13537108,yes,6438
Large,High,Non-sensitive,915753,3329352,no,8945
Small,Medium,Sensitive,2337512,4159626,no,13175
Small,High,Non-sensitive,1848507,9236409,no,8903
Small,High,Non-sensitive,2861773,11795119,no,10832
Medium,Low,Non-sensitive,3633089,8637418,no,8700
Large,Medium,Sensitive,709877,16321678,yes,7849
Small,Medium,Sensitive,1635451,12818471,yes,7013
Large,Medium,Non-sensitive,970659,5847735,no,8728
Large,Low,Sensitive,4615295,11440626,no,14722
Small,Low,Sensitive,3521412,1195847,yes,10873
Large,Medium,Sensitive,3624878,8322029,yes,9240
Small,Medium,Non-sensitive,3375027,12651420,yes,14384
Medium,Medium,Non-sensitive,4397828,11795647,yes,11873
Small,Medium,Non-sensitive,309031,1025078,yes,8798
Large,High,Sensitive,1320791,1023792,no,10469
Small,Medium,Non-sensitive,1235825,17857369,no,9228
Medium,Medium,Non-sensitive,4974862,12772481,no,9100
Large,High,Sensitive,553862,19823805,no,11675
Small,High,Non-sensitive,2963013,16860244,no,13281
Large,High,Sensitive,1595445,5322869,yes,12137
Small,Medium,Sensitive,3776060,6348712,no,5338
Medium,Medium,Sensitive,2675936,2578320,yes,13757
Medium,Low,Sensitive,1120890,10672257,yes,5927
Large,Medium,Sensitive,1148753,6333855,yes,7324
Small,Medium,Non-sensitive,4927675,9135000,yes,12635
Large,Medium,Non-sensitive,2502764,8934976,no,12320
Medium,Medium,Sensitive,436901,4069167,no,8822
Large,High,Non-sensitive,1836947,15062423,no,11012
Medium,Low,Sensitive,3861223,1541398,no,6936
Medium,Low,Non-sensitive,928471,7092436,no,3911
Large,High,Non-sensitive,3533598,10029871,yes,3577
Medium,Low,Non-sensitive,4457911,19378207,yes,5762
Large,High,Sensitive,2771122,1297482,no,8080
Large,Medium,Sensitive,2777864,8307848,no,8754
Small,Medium,Non-sensitive,3059240,9141164,no,3510
Medium,Medium,Non-sensitive,283878,8008735,no,5246
Medium,Medium,Sensitive,1009578,9518488,no,9818
Medium,Low,Non-sensitive,1643660,3418014,no,9459
Large,Medium,Non-sensitive,2170188,3613381,yes,6352
Large,Medium,Non-sensitive,4040356,14987494,no,11294
Medium,High,Sensitive,1163758,16409444,no,11627
Medium,Low,Non-sensitive,1355436,4201699,no,8026
Medium,Medium,Sensitive,4346871,1553956,no,12081
Small,High,Sensitive,2807444,2344583,no,9197
Large,High,Non-sensitive,2636784,17992108,no,12118
Large,Low,Non-sensitive,336769,2997829,yes,14861
Large,Low,Non-sensitive,457629,3512190,yes,8329
Medium,High,Non-sensitive,657639,15647398,no,4642
Medium,Low,Sensitive,392366,16442085,no,4885
Large,Medium,Non-sensitive,704230,15640720,no,9804
Small,Medium,Sensitive,4413218,19813659,yes,10839
Medium,Low,Sensitive,1374940,5996545,no,9979
Medium,Low,Non-sensitive,2990385,10799035,yes,8504
Large,Low,Non-sensitive,1923232,9450910,yes,3482
Large,Medium,Non-sensitive,1245832,15793585,yes,11563
Large,High,Non-sensitive,4388847,1297196,yes,11342
Small,Low,Non-sensitive,2229764,1233158,yes,5636
Small,High,Sensitive,3785171,2479614,no,13498
Large,High,Non-sensitive,2062683,13885393,yes,10358
Medium,Medium,Non-sensitive,895423,12878419,no,10317
Small,Low,Sensitive,2083219,1383509,yes,14513
Small,Medium,Non-sensitive,3701654,10639113,no,9140
Small,High,Non-sensitive,1772030,5150119,yes,6825
Small,Low,Non-sensitive,439781,7951100,no,6225
Medium,Low,Sensitive,895232,6074970,no,6405
Small,High,Sensitive,4742166,16228292,no,13382
Medium,High,Non-sensitive,4020664,17470080,yes,6022
Small,High,Sensitive,4285355,6435187,no,8999
Medium,Medium,Sensitive,2453455,16761580,no,12999
Large,Low,Non-sensitive,4967726,14240530,no,5130
Small,Low,Sensitive,4396026,18629985,yes,10661
Small,High,Non-sensitive,354623,10683941,no,8875
Small,Low,Sensitive,2897644,4565552,yes,13370
Medium,Medium,Sensitive,1042050,13015648,yes,4567
Medium,Low,Non-sensitive,4937898,11985241,no,7762
Medium,Medium,Non-sensitive,1974748,8807712,yes,7159
Small,Low,Non-sensitive,915095,13710350,yes,7463
Large,Medium,Non-sensitive,3007067,8570354,yes,9106
Small,Low,Sensitive,4473147,2153012,yes,4398
Large,High,Non-sensitive,772960,6375119,yes,4415
Medium,Low,Sensitive,4625054,5448948,yes,9151
Large,Low,Non-sensitive,1600124,8004193,yes,13830
Large,Medium,Sensitive,985106,6880460,no,14924
Medium,High,Non-sensitive,3059944,17837015,no,7757
Large,High,Non-sensitive,1112380,5779896,yes,6459
Large,Low,Sensitive,648804,8779189,yes,8188
Medium,Low,Non-sensitive,481378,11502087,no,8617
Medium,Low,Non-sensitive,3671386,18901881,yes,5133
Large,Low,Non-sensitive,140962,10051984,no,10636
Large,High,Non-sensitive,1572245,12728730,yes,5017
Small,Medium,Non-sensitive,4504528,7371132,no,4821
Medium,High,Non-sensitive,3139737,17083664,yes,6315
Large,Low,Sensitive,2698051,10987699,no,13849
Small,Low,Non-sensitive,4922551,18511542,no,4411
Medium,Low,Non-sensitive,2810151,14062734,no,7429
Small,Medium,Sensitive,3285459,12878562,no,9687
Large,High,Sensitive,4768651,1070825,no,10425
Large,High,Non-sensitive,4333676,14743948,no,12718
Large,Low,Non-sensitive,3636369,18242962,no,7696
Small,High,Non-sensitive,4214389,12734664,no,13524
Small,Low,Non-sensitive,2273223,16721003,yes,10159
Medium,Medium,Non-sensitive,3765995,14229174,no,12345
Medium,High,Sensitive,583019,12701999,yes,5097
Medium,Low,Sensitive,1012537,2134975,yes,13039
Small,Low,Non-sensitive,2205390,10097094,yes,4408
Large,Medium,Sensitive,4516847,7405199,no,13263
Small,Low,Non-sensitive,4289366,14448777,no,6338
Large,Medium,Non-sensitive,4907570,19565111,yes,4648
Medium,High,Non-sensitive,2032463,14181812,yes,10776
Large,Low,Sensitive,1735044,3072102,no,7713
Small,High,Sensitive,1806391,5174207,no,8555
Large,Low,Sensitive,1162309,15059388,no,9327
Small,Medium,Non-sensitive,4054621,14741996,no,3594
Small,High,Non-sensitive,2171772,12627511,no,3913
Large,High,Sensitive,891448,19971853,yes,7244
Small,High,Sensitive,1099146,14206847,no,11669
Medium,Medium,Non-sensitive,2260796,4923737,no,13527
Medium,Low,Sensitive,3161277,7223530,yes,14821
Large,Low,Sensitive,865522,18706402,no,7488
Large,High,Sensitive,2646743,15787497,yes,12735
Small,High,Non-sensitive,4744904,6907661,yes,7183
Large,Medium,Sensitive,1805991,7279247,yes,6589
Medium,Low,Sensitive,3045891,3176968,yes,13774
Medium,Low,Sensitive,3279239,5416438,no,11021
Small,Low,Sensitive,2129961,16141939,yes,14496
Large,Medium,Non-sensitive,3919869,9801649,no,6464
Small,Medium,Non-sensitive,3861955,6378506,yes,5851
Small,Medium,Non-sensitive,1444602,18479049,yes,8157
Small,Medium,Non-sensitive,4425867,15903436,yes,5578
Large,Medium,Sensitive,2697380,7642262,yes,6631
Large,Medium,Sensitive,3030675,11629418,no,4030
Small,Medium,Sensitive,1445513,8817324,no,3377
Small,Medium,Sensitive,3774113,5756732,no,12821
Small,High,Non-sensitive,3228598,3701751,yes,8822
Small,Medium,Sensitive,973123,1812208,yes,10623
Small,High,Non-sensitive,2320827,4674203,yes,3061
Small,Low,Non-sensitive,2679857,12264118,no,8923
Small,Low,Non-sensitive,1958081,14056311,yes,12281
Medium,High,Non-sensitive,4597809,3140217,no,3570
Small,Low,Sensitive,4355828,6425510,no,3011
Large,Medium,Sensitive,3018913,6683414,yes,12838
Small,High,Non-sensitive,3490734,9210443,yes,7182
Large,Low,Sensitive,1586671,9883924,yes,9249
Small,Medium,Non-sensitive,3922533,6141094,yes,7981
Medium,Low,Sensitive,1543905,4036841,yes,3726
Medium,Low,Non-sensitive,3923329,19078674,no,6991
Large,Medium,Sensitive,3010609,10815585,no,7496
Large,High,Sensitive,4465474,19625372,no,8121
Medium,High,Sensitive,1350367,11857064,no,6283
Large,High,Non-sensitive,478928,18713996,yes,9271
Small,High,Non-sensitive,3631821,2098451,yes,7987
Small,High,Non-sensitive,2113763,9086661,no,7113
Large,High,Sensitive,1731376,9700355,no,8576
Large,Low,Sensitive,210099,7485114,yes,3376
Small,High,Sensitive,692747,14393983,no,11983
Small,Low,Sensitive,1002645,7276992,yes,12936
Large,High,Sensitive,2084891,8218928,no,11313
Medium,High,Non-sensitive,2311767,15623631,yes,3348
Medium,High,Non-sensitive,3741570,10291273,no,7588
Small,Medium,Non-sensitive,1961660,12705365,yes,9767
Large,Low,Sensitive,3754097,5154955,yes,12174
Medium,Medium,Sensitive,3879516,12262041,yes,4203
Medium,Medium,Non-sensitive,1546604,2654268,yes,12668
Small,Low,Non-sensitive,941590,2397795,no,9137
Medium,High,Sensitive,3426177,17437724,yes,13919
Small,Medium,Non-sensitive,2036617,17586586,no,9084
Large,High,Sensitive,1228328,17280362,yes,9851
Medium,Medium,Non-sensitive,4335592,17081650,no,14666
Small,Low,Non-sensitive,2544895,3152017,no,7178
Small,Medium,Non-sensitive,584675,16226578,yes,3270
Medium,High,Sensitive,3912847,12721865,yes,10997
Large,Low,Non-sensitive,4227361,1341685,no,9873
Medium,Low,Sensitive,2176399,3514804,no,10092
Small,Medium,Non-sensitive,91030,14048947,no,9221
Large,Medium,Non-sensitive,2092532,7553438,no,5424
Large,Medium,Sensitive,4345151,19924108,yes,8979
Small,Low,Non-sensitive,824412,6359397,yes,11509
Medium,Low,Sensitive,706484,1744132,yes,3504
Large,Medium,Non-sensitive,4862508,7332927,yes,14448
Small,High,Non-sensitive,248542,11736017,yes,14995
Large,Medium,Non-sensitive,972160,12843803,yes,11214
Small,High,Non-sensitive,3108582,16843760,yes,10221
Large,Low,Non-sensitive,2873263,13462047,no,9361
Large,Medium,Non-sensitive,183692,13991475,yes,9618
Small,Medium,Non-sensitive,2780235,14863327,yes,4341
Small,High,Sensitive,2437295,18058501,no,10727
Small,Low,Non-sensitive,3948217,7150778,yes,13070
Small,High,Sensitive,1751274,16601969,no,7850
Large,High,Sensitive,1961174,13541565,no,7019
Large,High,Sensitive,2595444,1057003,yes,8889
Medium,Medium,Sensitive,3177660,8597204,yes,9472
Medium,High,Sensitive,1144691,7404422,yes,6412
Medium,Low,Sensitive,3103687,18484226,no,13824
Medium,Medium,Sensitive,1217405,13038623,yes,5043
Small,High,Non-sensitive,2188766,10238914,no,9446
Small,High,Sensitive,1679173,17290519,no,14777
Small,Low,Sensitive,4746926,1508305,no,7189
Large,High,Sensitive,3447836,16438127,yes,11416
Large,High,Non-sensitive,2482570,15365630,yes,9667
Small,Medium,Sensitive,1661083,12587765,no,3870
Small,Low,Non-sensitive,1133915,4000098,yes,4192
Large,High,Non-sensitive,4466220,18710175,yes,9840
Large,High,Non-sensitive,1552231,2049347,yes,9491
Large,Medium,Non-sensitive,2746061,2989629,no,5060
Medium,Low,Sensitive,4568011,14571578,yes,11340
Small,Medium,Non-sensitive,2633960,15239251,no,9955
Small,High,Non-sensitive,102999,17528867,yes,6595
Medium,Low,Sensitive,4879428,13676333,yes,12337
Small,Medium,Non-sensitive,2999277,15972478,yes,12505
Small,Low,Sensitive,1913864,7112475,yes,13107
Large,Low,Non-sensitive,1876518,16848595,yes,7098
Medium,Low,Non-sensitive,3047108,12066287,no,13412
Large,Low,Non-sensitive,1499684,7012565,no,4841
Small,Medium,Sensitive,3009107,1463221,no,12267
Medium,High,Non-sensitive,2194527,3794023,no,12473
Large,Low,Non-sensitive,3169121,19604240,no,3220
Large,Low,Sensitive,2309371,11386075,yes,12326
Small,Medium,Non-sensitive,3404311,11411133,no,10470
Large,Low,Non-sensitive,1922027,5259617,no,10862
Medium,Medium,Non-sensitive,2262024,6863854,yes,9206
Medium,Medium,Sensitive,396374,5387759,yes,12491
Small,Low,Non-sensitive,4707187,3314555,yes,4678
Medium,Low,Non-sensitive,3689119,6945093,yes,13327
Large,High,Sensitive,3738686,19001255,yes,12696
Large,Medium,Non-sensitive,4074238,7232174,yes,8148
Small,Medium,Sensitive,555736,13945333,no,13196
Large,High,Non-sensitive,327486,11281441,no,12461
Large,Medium,Non-sensitive,1595833,15687207,no,14446
Large,Low,Sensitive,3997614,18058072,yes,12205
Medium,Medium,Non-sensitive,1377492,15452399,yes,8823
Medium,High,Sensitive,1226791,1860706,yes,14425
Medium,Medium,Non-sensitive,3447088,16335410,yes,6030
Small,Low,Sensitive,69698,17227935,no,10339
Medium,Low,Non-sensitive,1082102,17443735,no,11052
Large,Low,Non-sensitive,3163864,18921762,no,10678
Small,Low,Sensitive,2561202,14112346,yes,4161
Medium,High,Sensitive,3738205,15880180,no,4145
Large,Medium,Sensitive,145715,10700531,yes,14171
Small,Low,Sensitive,4545458,19580732,yes,7700
Small,High,Sensitive,996894,3040102,yes,5320
Small,Medium,Sensitive,3089707,12928216,no,13158
Small,Medium,Sensitive,4618563,17562914,yes,4762
Large,High,Non-sensitive,3207673,13459986,yes,3659
Medium,High,Sensitive,3722426,19451141,no,6513
Medium,High,Sensitive,4291169,9745593,yes,10618
Medium,High,Non-sensitive,3558508,7428435,no,7363
Small,Medium,Sensitive,3936153,12912411,yes,5399
Small,Low,Non-sensitive,1778326,15147120,no,7397
Medium,High,Non-sensitive,88926,8593579,no,7663
Large,Medium,Non-sensitive,1579786,11179907,no,13090
Small,Low,Non-sensitive,1852237,9145593,no,5640
Small,Medium,Sensitive,1407164,7255546,no,5009
Small,High,Non-sensitive,1767317,5694259,no,14611
Large,High,Sensitive,1266326,3159928,yes,7612
Large,Low,Sensitive,2057755,2198453,yes,11911
Medium,Medium,Non-sensitive,2274772,2783330,no,6348
Medium,Low,Sensitive,2302150,6773048,yes,5919
Small,Low,Sensitive,1517881,7558891,yes,8070
Small,Medium,Non-sensitive,4354368,11689973,no,9768
Medium,Low,Non-sensitive,2968534,4759000,no,7543
Medium,High,Sensitive,3220670,7694357,yes,10154
Small,Low,Sensitive,1610211,5388345,yes,12694
Small,Low,Non-sensitive,1633303,2891167,no,10605
Small,Medium,Sensitive,4474756,5873316,yes,8568
Small,Medium,Non-sensitive,313560,4891173,no,8424
Large,Medium,Sensitive,4307335,7065360,yes,7737
Small,Medium,Non-sensitive,4247803,14998362,yes,11139
Large,Medium,Non-sensitive,1443455,4019112,no,11090
Medium,Medium,Sensitive,1646840,6824783,yes,6938
Small,Medium,Non-sensitive,3553856,1697794,yes,9895
Medium,High,Non-sensitive,3941478,3589467,yes,9905
Large,Medium,Non-sensitive,3493291,14044157,no,3504
Large,Low,Sensitive,903071,15019985,no,4928
Medium,Medium,Non-sensitive,2486770,18925939,yes,10984
Medium,Medium,Non-sensitive,394666,11586837,no,6235
Small,Medium,Sensitive,4455455,18507535,no,6479
Large,Low,Sensitive,582177,2798912,no,3443
Large,Low,Sensitive,4293644,5932970,no,13614
Large,Medium,Non-sensitive,200400,2314377,yes,12132
Large,High,Sensitive,3338258,9519508,no,11167
Small,High,Sensitive,4914365,6844400,no,6680
Small,Low,Non-sensitive,3593490,17455941,yes,12047
Large,Low,Non-sensitive,1227471,11179826,no,5046
Large,Low,Sensitive,2775518,17216795,yes,5626
Small,Low,Non-sensitive,1747316,10832236,no,9761
Large,Low,Sensitive,4796819,19225212,no,12614
Large,Medium,Sensitive,4968210,15150029,no,8917
Small,High,Non-sensitive,2771185,5217541,no,6202
Small,Medium,Non-sensitive,1135985,12474469,no,5515
Medium,Medium,Non-sensitive,2126381,7897631,yes,3000
Small,High,Sensitive,615257,15604482,yes,14991
Medium,High,Non-sensitive,4145438,16435617,yes,5173
Large,Low,Sensitive,2779133,14866178,no,5952
Large,Low,Non-sensitive,1437900,12284851,yes,4199
Medium,Low,Sensitive,1997846,11508876,yes,12873
Large,Medium,Non-sensitive,4400890,19242497,yes,14658
Large,High,Sensitive,3140697,6195035,yes,9327
Large,Low,Sensitive,321055,10732338,no,11234
Large,Low,Sensitive,122069,9667202,yes,12573
Large,Low,Non-sensitive,928400,4149117,no,14533
Large,High,Sensitive,233579,7950860,no,11330
Medium,Low,Non-sensitive,3779885,16705270,no,5085
Medium,Medium,Sensitive,641614,5342636,yes,7445
Medium,Low,Non-sensitive,2027171,13388592,yes,5369
Large,High,Sensitive,138452,8410426,yes,8904
Small,Low,Sensitive,1153745,16639576,no,14635
Large,Low,Sensitive,3927858,11305222,yes,13313
Small,High,Non-sensitive,1545470,18838443,no,5685
Large,Low,Non-sensitive,3188050,15431715,yes,3641
Small,Medium,Non-sensitive,1525340,3455740,no,3242
Large,High,Sensitive,635018,18896167,no,3693
